objid,objtype,u,g,r,i,z,redshift,redshift_err
1237651250432376928,GALAXY,18.29082,16.73671,16.03389,15.74606,15.41266,0.04765947,1.150874e-05
1237651250432442378,STAR,17.24366,16.24856,15.921,15.80509,15.7783,-0.000679943,9.050833e-06
1237651250432442403,QSO,18.89066,18.29365,18.3087,18.20728,17.91735,2.296557,7.232102e-05
1237651250432442507,GALAXY,17.77979,16.00482,15.20635,14.83473,14.53768,0.04609191,9.282059e-06
1237651250432442704,GALAXY,19.25192,18.15323,17.717,17.51175,17.27257,0.03147905,9.006707e-06
1237651250432507994,GALAXY,18.9594,17.00439,16.07985,15.6307,15.26569,0.04726304,1.418398e-05
1237651250432639009,QSO,19.28488,19.16178,19.07035,18.86044,18.90168,1.65887,0.0002970848
1237651250432639056,GALAXY,19.30317,17.85366,17.0079,16.60523,16.33702,0.1539576,2.922222e-05
1237651250432704647,QSO,19.48477,19.27155,19.12173,19.18566,18.97542,0.9279985,0.0002380945
1237651250432770054,QSO,18.76833,18.61353,18.54169,18.53262,18.41431,0.8526897,0.0002601185
1237651250432835711,GALAXY,18.53979,16.85292,16.04304,15.66229,15.37125,0.05178009,1.569201e-05
1237651250432835749,GALAXY,18.89204,17.81228,17.42828,17.17116,17.03448,0.0430913,7.277142e-06
1237651250432901122,STAR,18.05252,17.01788,16.63539,16.48971,16.44956,-0.0001275311,1.164807e-05
1237651250432901243,GALAXY,17.82809,16.43322,15.79352,15.4445,15.20133,0.04329389,1.35942e-05
1237651250432901259,QSO,19.2765,19.27519,19.24241,18.98107,18.98217,1.885082,0.0004467283
1237651250432966780,GALAXY,19.56843,17.55383,16.43948,15.9725,15.64168,0.1408823,2.55936e-05
1237651250433163441,GALAXY,19.56604,18.15476,17.41031,16.98718,16.70151,0.1051572,1.333592e-05
1237651250433163470,QSO,19.47983,19.37181,19.37285,19.15715,19.3214,1.62371,0.0005049229
1237651250433294457,STAR,19.31237,18.39627,18.12026,18.05013,18.03789,-0.000514427,1.244293e-05
1237651250433425486,STAR,19.02692,18.14606,17.79655,17.67188,17.61182,-0.0003264502,1.583986e-05
1237651250433425488,STAR,17.67664,16.82004,16.54542,16.44658,16.42717,-0.0002838205,9.434434e-06
1237651250433425573,GALAXY,19.08248,17.20464,16.35645,15.96957,15.6606,0.07167918,1.742498e-05
1237651250433490988,STAR,17.03726,16.04725,15.88665,15.85378,15.8896,-0.0008675648,8.956924e-06
1237651250433491070,GALAXY,17.48389,16.10432,15.41425,15.02201,14.74016,0.03943299,6.889455e-06
1237651250433491095,GALAXY,19.10487,18.04173,17.60957,17.29281,17.12902,0.06949829,6.022496e-06
1237651250433491105,GALAXY,18.86393,17.99622,17.75511,17.45695,17.41795,0.06943801,5.14735e-06
1237651250433491111,GALAXY,19.55077,18.19608,17.69626,17.37707,17.27818,0.1067622,9.050405e-06
1237651250433556635,GALAXY,18.27526,17.08648,16.5936,16.2445,16.06199,0.06774195,6.300306e-06
1237651250433622073,QSO,19.08024,19.05347,19.04786,18.79249,18.86374,1.838977,0.0004055476
1237651250433622122,QSO,19.39502,19.35871,19.26053,19.09561,19.12173,1.457453,0.0004205022
1237651250433622124,GALAXY,19.37067,17.79522,16.96382,16.50848,16.19813,0.06797493,1.997021e-05
1237651250433622231,GALAXY,18.87628,17.69711,17.24138,16.93952,16.74839,0.07180065,8.820304e-06
1237651250433687584,STAR,19.19428,18.31066,17.96476,17.84189,17.82943,-0.0007590509,2.18639e-05
1237651250435063921,GALAXY,19.0168,17.90303,17.50572,17.21138,17.07913,0.09218503,7.076333e-06
1237651250435064003,STAR,19.16273,18.23397,17.9547,17.87141,17.82311,-0.0009237001,2.275417e-05
1237651250435129412,STAR,17.57552,16.5564,16.26017,16.13476,16.13819,-0.0001356189,1.120896e-05
1237651250435194898,GALAXY,15.50589,13.73081,13.13907,13.28735,13.03597,0.001655946,7.208893e-06
1237651250435260564,QSO,19.3842,19.06948,19.1671,19.13627,18.94681,2.216601,0.0002884981
1237651250435260587,GALAXY,19.34494,18.02106,17.55675,17.29995,17.2121,0.06505358,1.141626e-05
1237651250435260623,GALAXY,19.44695,17.5565,16.60809,16.11732,15.76426,0.09286006,1.488299e-05
1237651250435260644,GALAXY,18.97693,16.96651,15.935,15.42861,14.97456,0.09347859,2.083415e-05
1237651250435326068,GALAXY,19.20384,18.07043,17.61143,17.33283,17.18728,0.09270704,1.142956e-05
1237651250435326117,QSO,19.30306,18.64099,18.38605,18.3751,18.26079,0.8429347,0.0002149898
1237651250435326148,GALAXY,19.26239,17.86546,17.24206,16.88165,16.65188,0.08816847,1.455756e-05
1237651250435326201,GALAXY,18.4459,17.39659,17.00158,16.65744,16.41162,0.06731253,7.072356e-06
1237651250435391708,GALAXY,18.35304,16.90363,16.17064,15.74035,15.4478,0.07105332,6.98579e-06
1237651250435457173,GALAXY,18.832,16.93046,16.03585,15.63059,15.31824,0.06733296,1.319412e-05
1237651250435522701,STAR,19.33808,18.36325,18.04792,17.90271,17.86314,-1.319829e-05,2.143522e-05
1237651250435522717,STAR,19.50314,18.99005,18.63973,18.28305,17.99775,0.003539155,0.0004383469
1237651250435653651,GALAXY,19.22263,17.44692,16.47923,16.03305,15.70433,0.1323827,2.45207e-05
1237651250435653712,STAR,18.15344,17.11876,16.68284,16.50364,16.44904,-0.0002737761,1.092982e-05
1237651250435653774,STAR,17.50705,16.56322,16.29713,16.20425,16.17152,-0.0005764833,1.497903e-05
1237651250435653845,GALAXY,17.75144,16.48321,16.02628,15.73035,15.56382,0.04568981,1.284845e-05
1237651250435653855,GALAXY,19.0254,17.99413,17.57755,17.25061,17.13258,0.08289215,8.176901e-06
1237651250435719175,QSO,18.84948,18.89928,19.21032,19.44374,19.6211,1.105231,0.0004540192
1237651250435719264,GALAXY,19.03413,17.8118,17.31245,16.98936,16.81773,0.06759718,9.625764e-06
1237651250435719340,GALAXY,18.22769,17.04936,16.43275,16.05296,15.81167,0.1129512,6.928964e-06
1237651250435784860,GALAXY,19.32409,18.01301,17.21739,16.81416,16.50807,0.1463316,1.474419e-05
1237651250435784911,QSO,19.40343,19.46113,19.27306,19.34836,19.57723,1.174106,7.46258e-07
1237651250435915836,GALAXY,16.7008,15.97465,15.67766,15.55615,15.45402,0.01141804,5.140044e-06
1237651250435916003,QSO,19.48921,19.03209,18.94813,18.78653,18.89933,0.6421466,0.0001617938
1237651250436046952,GALAXY,19.41121,17.41586,16.50686,16.07536,15.75899,0.09413745,2.020103e-05
1237651250436047004,GALAXY,19.44521,17.86487,16.89546,16.45977,16.11394,0.1235353,2.775468e-05
1237651250436112477,GALAXY,19.37201,18.05665,17.45449,17.10031,16.86463,0.06837602,1.877062e-05
1237651250436178041,GALAXY,19.29493,17.37547,16.49046,16.10587,15.76939,0.06886005,1.434369e-05
1237651250436309047,GALAXY,16.27731,15.62346,15.58327,15.42551,15.36755,0.03897489,6.218434e-06
1237651250436374531,GALAXY,17.42847,15.75354,15.05807,14.66734,14.40295,0.04604085,9.599515e-06
1237651250436374738,GALAXY,19.33328,18.16738,17.69426,17.29538,17.1313,0.07179673,1.534081e-05
1237651250436374744,GALAXY,18.74417,17.89076,17.72038,17.43225,17.40475,0.07294377,5.451551e-06
1237651250436440196,STAR,19.22651,18.07758,17.62461,17.44858,17.37201,-0.0001972069,1.687114e-05
1237651250436440258,QSO,19.43471,19.34739,19.41265,19.15417,19.22717,1.75583,0.0005853175
1237651250436505773,GALAXY,19.58651,18.17444,17.33689,16.87382,16.52608,0.1267076,2.276176e-05
1237651250436505790,GALAXY,19.02656,17.93175,17.28977,16.8693,16.61862,0.1267834,7.127049e-06
1237651250436505806,GALAXY,19.53732,18.37511,17.74219,17.39164,17.21673,0.1589233,1.07967e-05
1237651250436571149,GALAXY,18.95045,17.88344,17.54331,17.29811,17.25308,0.02980185,5.664244e-06
1237651250436571181,GALAXY,17.03205,15.75733,15.18627,14.88883,14.6144,0.02928226,7.953545e-06
1237651250436571288,STAR,19.23922,18.29064,18.02679,17.91903,17.86433,-0.0008440639,3.270541e-05
1237651250436571294,GALAXY,19.2183,18.16285,17.45954,17.05051,16.80941,0.1589257,7.428424e-06
1237651250436571321,QSO,19.27261,19.03224,18.71169,18.7271,18.88063,1.093412,0.000781658
1237651250436636830,GALAXY,19.57007,18.8253,18.3203,18.02053,17.90828,0.192103,6.326953e-06
1237651250436636837,QSO,19.50619,19.06742,18.37951,17.96982,17.90052,0.2149528,2.58982e-05
1237651250436702308,QSO,19.1209,18.90322,18.76069,18.548,18.51825,1.6483,0.0008179822
1237651250436702477,GALAXY,18.25616,16.99001,16.5301,16.2873,16.11337,0.04020159,1.237153e-05
1237651250436767798,GALAXY,19.04243,16.69338,15.69781,15.3335,15.0316,0.04043392,9.484017e-06
1237651250436767940,GALAXY,19.38513,17.41817,16.44473,16.00556,15.65584,0.0875948,2.18992e-05
1237651250436833351,GALAXY,18.68774,17.27179,16.55105,16.1769,15.97963,0.08765134,1.224684e-05
1237651250436898838,GALAXY,19.22618,17.29047,16.27342,15.80227,15.44172,0.1140486,2.264772e-05
1237651250436898915,STAR,19.14076,17.4825,16.812,16.54115,16.90745,-0.0007538826,1.303775e-05
1237651250436964505,QSO,19.59548,19.44391,19.27261,19.31701,19.11206,0.8993957,0.0002289642
1237651250437030023,GALAXY,19.24545,17.35938,16.37321,15.95711,15.58777,0.114408,2.173927e-05
1237651250437095458,GALAXY,19.12924,17.30995,16.65131,16.25154,16.12112,0.1462757,1.021118e-05
1237651250437095614,GALAXY,19.13147,17.99854,17.32163,16.92948,16.67942,0.1455766,7.243643e-06
1237650760778973328,GALAXY,19.48917,17.40721,16.34904,15.88835,15.52317,0.1285515,3.031158e-05
1237650760778973339,GALAXY,19.24358,17.36531,16.47207,16.06137,15.72299,0.07746256,2.109598e-05
1237650760778973445,GALAXY,19.36897,17.39332,16.4977,16.06666,15.70897,0.07507237,1.787712e-05
1237650760778973449,GALAXY,19.55999,17.83893,16.95631,16.49136,16.13454,0.07707355,2.244764e-05
1237650760778973456,GALAXY,18.3959,16.53197,15.6024,15.1559,14.80886,0.07730743,2.085823e-05
1237650760778973502,GALAXY,18.96299,17.16799,16.3194,15.90061,15.57217,0.07701115,2.49363e-05
1237650760778973538,GALAXY,19.0199,17.91395,17.25176,16.79928,16.61902,0.1277016,1.375494e-05
1237650760779038808,GALAXY,19.42023,18.36657,17.79283,17.43458,17.22036,0.1278431,1.18873e-05
1237650760779038824,GALAXY,19.13179,17.55076,16.705,16.30817,15.9867,0.09040831,1.657963e-05
1237650760779038850,GALAXY,18.51849,16.57683,15.60186,15.16047,14.80431,0.08980556,1.994396e-05
1237650760779038880,GALAXY,19.3505,17.43231,16.49916,16.06841,15.69267,0.09002637,2.438687e-05
1237650760779038904,GALAXY,19.17654,17.24382,16.32088,15.88295,15.53384,0.0770176,1.970844e-05
1237650760779038917,GALAXY,18.62935,16.88411,16.21174,15.80264,15.5513,0.08884343,2.36907e-05
1237650760779038927,GALAXY,19.03314,17.12461,16.18539,15.74781,15.39073,0.08866694,2.311922e-05
1237650760779104392,GALAXY,19.5196,17.68546,16.74744,16.25899,15.86257,0.09105001,2.247823e-05
1237650760779104395,STAR,18.99911,16.93756,16.04084,15.69288,15.49907,2.24676e-05,6.449191e-06
1237650760779104416,QSO,18.52178,17.91335,17.34714,16.94796,16.74445,0.1652776,2.779252e-05
1237650760779235395,STAR,18.69908,18.16115,18.01258,17.96591,18.01566,0.0002163616,6.049052e-05
1237650760779235456,GALAXY,17.3593,16.60401,16.37924,16.33871,16.3649,0.00483095,6.086985e-06
1237650760779235506,GALAXY,18.58208,17.75064,17.44221,17.28686,17.37145,0.004816223,6.212304e-06
1237650760779235512,GALAXY,18.29452,16.90639,16.18962,15.79459,15.52546,0.08855353,2.728009e-05
1237650760779300939,GALAXY,19.49042,17.19871,16.08478,15.59502,15.23222,0.1366072,2.838391e-05
1237650760779300991,GALAXY,19.54637,17.88616,17.26304,16.97804,16.7876,0.08830133,2.152961e-05
1237650760779300999,GALAXY,19.29449,17.69112,16.95062,16.53377,16.24887,0.09878141,2.839471e-05
1237650760779366532,GALAXY,19.53343,18.03775,17.2203,16.80175,16.50984,0.1358891,1.835991e-05
1237650760779497481,STAR,16.79586,15.90254,15.63154,15.53073,15.4754,0.0003312166,1.119426e-05
1237650760779497571,STAR,17.8249,16.64262,16.43766,16.39363,16.38988,-3.287823e-05,1.064449e-05
1237650760779563166,GALAXY,18.85176,17.30275,16.51933,16.09198,15.74831,0.08154573,2.218931e-05
1237650760779628663,GALAXY,17.92353,16.03574,15.16439,14.74572,14.40329,0.04601307,1.247827e-05
1237650760779628682,GALAXY,19.22231,17.17301,16.07742,15.6357,15.2432,0.1309101,2.647892e-05
1237650760779694145,STAR,18.34596,17.23328,17.15112,17.14225,17.14579,0.0005376266,1.540635e-05
1237650760779694167,QSO,17.905,17.72804,17.18821,16.67359,16.78201,0.2144728,1.455774e-05
1237650760779759705,STAR,18.41878,17.20182,16.92288,16.82193,16.7477,0.0001091701,1.299389e-05
1237650760779825454,GALAXY,19.24477,18.11423,17.67215,17.37117,17.19487,0.08114253,8.922795e-06
1237650760780087422,GALAXY,18.8392,16.83802,15.95702,15.54005,15.18012,0.0652919,1.323969e-05
1237650760780218451,GALAXY,19.23514,17.19188,16.16152,15.59703,15.12805,0.06872155,2.82547e-05
1237650760780218473,GALAXY,17.78544,15.87298,14.96314,14.52586,14.17904,0.06777812,1.66597e-05
1237650760780218509,GALAXY,18.26314,17.40894,17.04059,16.64607,16.52129,0.06826444,7.350188e-06
1237650760780349461,STAR,18.27199,16.99817,16.77979,16.70333,16.67897,0.0003601429,1.187746e-05
1237650760780349548,QSO,19.42796,19.20464,19.18959,18.95373,19.00939,1.773946,0.0006701006
1237650760780349686,GALAXY,19.31746,18.06731,17.53577,17.19857,17.0666,0.07825714,1.772165e-05
1237650760780415130,GALAXY,18.87766,17.16497,16.26174,15.84717,15.50011,0.08197939,1.919269e-05
1237650760780415214,GALAXY,18.22843,16.82269,16.19201,15.79821,15.52498,0.08197224,1.286995e-05
1237650760780480688,GALAXY,16.46315,14.95788,14.19298,13.7558,13.35767,0.01943837,1.347033e-05
1237650760780480702,GALAXY,19.27574,17.35939,16.44652,16.01271,15.6606,0.08752558,1.978923e-05
1237650760780546166,GALAXY,19.17762,17.97622,17.39819,17.00865,16.76443,0.08214922,6.80109e-06
1237650760780611691,STAR,18.7092,17.72702,17.99454,18.2084,18.32811,0.0001798154,1.67045e-05
1237650760780677137,STAR,17.23575,15.96497,15.96192,15.97605,15.98374,0.0005933873,7.395433e-06
1237650760780677187,GALAXY,18.76214,17.82476,17.4823,17.17885,17.07873,0.08203649,5.742984e-06
1237650760780742754,GALAXY,18.23124,16.77821,16.0709,15.66759,15.30727,0.02587438,9.154818e-06
1237650760780808306,STAR,18.59376,17.27429,17.43163,17.57077,17.62561,0.0005726291,1.18414e-05
1237650760780873893,GALAXY,18.82078,17.71362,17.04788,16.65611,16.40023,0.1213452,9.3677e-06
1237650760780939295,GALAXY,18.66637,17.47817,16.87369,16.47769,16.22072,0.0967079,1.208792e-05
1237650760780939372,GALAXY,19.18324,17.16017,16.35027,15.91758,15.59676,0.1071921,1.971505e-05
1237650760781004892,QSO,19.58953,19.29485,19.10756,18.8012,18.88836,1.60678,0.0007215774
1237650760781070438,GALAXY,18.37625,17.18741,16.60125,16.11406,15.90254,0.07829379,6.080687e-06
1237650760781070515,GALAXY,18.19365,16.13765,15.32599,14.81093,14.48793,0.05752923,5.768739e-06
1237650760781136075,GALAXY,19.58912,17.74382,16.82956,16.36916,15.97125,0.1084687,3.149733e-05
1237650760781136091,QSO,19.26204,19.20069,19.0253,18.84359,18.81828,1.469736,0.0004249854
1237650760781136109,GALAXY,19.09744,17.15711,16.26175,15.83568,15.49205,0.06220303,1.488923e-05
1237650760781136140,GALAXY,19.53285,17.98658,16.90744,16.44345,16.07363,0.1760346,6.526014e-05
1237650760781201518,GALAXY,19.00298,17.92459,17.61124,17.41882,17.27702,0.03491726,7.013194e-06
1237650760781201554,QSO,18.75311,17.38793,16.59385,16.2469,16.03583,0.1856371,1.810305e-05
1237650760781201573,GALAXY,18.94181,17.18904,16.34111,15.9312,15.59406,0.06155215,2.377534e-05
1237650760781201576,GALAXY,18.81447,17.44066,16.78975,16.40437,16.13948,0.06171417,1.223354e-05
1237650760781267192,GALAXY,18.32579,16.9538,16.28246,15.90096,15.61073,0.08082104,1.79117e-05
1237650760781332545,STAR,17.5301,16.36455,15.99169,15.85687,15.79192,-0.0001135735,9.971865e-06
1237650760781398045,STAR,17.5409,16.25655,16.3945,16.4831,16.53156,0.0006168028,1.935776e-05
1237650760781398057,GALAXY,18.39017,16.33242,15.43125,14.96485,14.65767,0.05777242,1.578406e-05
1237650760781398245,STAR,19.03784,17.95343,17.94973,17.97397,17.97004,0.00109766,2.205631e-05
1237650760781398247,GALAXY,18.677,17.21399,16.52431,16.12844,15.82141,0.05785381,1.414988e-05
1237650760781398279,GALAXY,19.16794,17.64229,16.84392,16.39628,16.00938,0.10076,1.951945e-05
1237650760781463627,GALAXY,19.31382,17.91534,17.163,16.74329,16.41813,0.08281686,1.14726e-05
1237650760781463777,GALAXY,18.18136,16.70898,15.93472,15.54176,15.25126,0.098407,2.755406e-05
1237650760781529093,STAR,16.45661,15.1457,15.30792,15.40899,15.47638,-0.0002536059,4.945845e-06
1237650760781529352,GALAXY,18.47637,17.19201,16.63503,16.27864,16.07025,0.0762571,1.622967e-05
1237650760781594712,GALAXY,19.25638,17.76273,16.87186,16.39289,16.03505,0.1694913,2.111605e-05
1237650760781725830,GALAXY,17.38728,15.63176,14.80337,14.36833,14.02611,0.04542769,1.117053e-05
1237650760781725921,QSO,19.43093,18.99977,18.75452,18.80546,18.64548,0.8492027,0.00027633
1237650760781791396,GALAXY,18.75301,16.76531,15.86962,15.44828,15.11044,0.07993959,1.359605e-05
1237650760781791411,GALAXY,18.68491,16.65928,15.64309,15.19679,14.84234,0.1109592,1.839916e-05
1237650760781791454,GALAXY,18.57569,16.8717,15.94477,15.4716,15.11737,0.1122063,1.691987e-05
1237650760781791531,GALAXY,19.11245,17.11498,16.11039,15.65627,15.27165,0.1102486,1.716127e-05
1237650760781791553,GALAXY,19.58443,18.25682,17.59098,17.18152,16.87614,0.134249,2.195967e-05
1237650760781922398,GALAXY,19.3532,17.54569,16.6653,16.24608,15.91287,0.09179685,2.309793e-05
1237650760781987892,STAR,16.71925,15.61503,15.36691,15.26991,15.26969,0.0002803518,8.241642e-06
1237650760782053477,STAR,18.34016,17.0695,17.08789,17.13285,17.11517,0.0005811827,1.084618e-05
1237650760782118937,GALAXY,18.48978,18.10196,17.66971,17.3892,17.14478,0.2985679,0.000120991
1237650760782119039,GALAXY,19.34208,17.50015,16.5228,16.01807,15.60877,0.1109443,1.827521e-05
1237650760782119087,QSO,19.32602,18.85801,18.83194,18.96677,18.65937,0.7541143,0.0001304965
1237650760782119139,GALAXY,19.19583,17.94157,17.30528,16.95808,16.76401,0.1226371,3.537095e-05
1237650760782184606,GALAXY,18.81109,17.3468,16.54673,16.10809,15.77546,0.1300146,2.19199e-05
1237650760782250067,GALAXY,19.42547,18.13789,17.65401,17.32493,17.12751,0.07026768,9.166285e-06
1237651252049019039,GALAXY,18.99404,17.57747,16.9644,16.58701,16.31699,0.06933444,1.385136e-05
1237651252049150168,GALAXY,18.82795,17.87069,17.54192,17.32454,17.16743,0.04300569,6.986965e-06
1237651252049150275,STAR,19.51266,19.06258,19.10353,19.20562,19.38617,-8.399408e-05,8.830272e-05
1237651252049215646,GALAXY,17.95085,17.22621,17.22118,17.06069,17.047,0.0428091,6.451639e-06
1237651252049281152,GALAXY,17.77152,16.56271,16.07722,15.7559,15.58816,0.05770813,1.162018e-05
1237651252049281266,GALAXY,19.10873,17.14906,16.16174,15.69585,15.36225,0.1081878,1.985898e-05
1237651252049412107,QSO,18.50562,18.49131,18.36985,18.35503,18.37237,1.388126,0.0002791543
1237651252049412311,GALAXY,19.3226,17.49495,16.68025,16.31678,16.0359,0.04323517,1.253826e-05
1237651252049477669,STAR,18.58108,16.86824,16.2556,16.10488,16.0002,-0.0001773199,6.713885e-06
1237651252049477683,QSO,19.26299,19.20952,18.99412,18.97264,19.16368,1.191194,0.0004479087
1237651252049477748,GALAXY,17.2806,16.29341,15.78464,15.52565,15.29397,0.02884354,5.297191e-06
1237651252049543263,GALAXY,19.55489,17.69505,16.70203,16.19989,15.79709,0.1103346,2.960869e-05
1237651252049543531,GALAXY,18.9824,17.58349,16.9064,16.59013,16.44366,0.07078078,3.676713e-05
1237651252049608754,STAR,18.76888,17.8586,17.62533,17.54526,17.56578,-0.000667751,2.185312e-05
1237651252049608863,QSO,19.08716,18.97408,18.56455,18.33013,18.31096,1.228098,0.0003983011
1237651252049674442,GALAXY,19.20923,18.02945,17.35458,16.91923,16.74048,0.1802246,8.813716e-06
1237651252049674640,GALAXY,18.36435,17.29969,16.936,16.76129,16.63051,0.03382055,1.060154e-05
1237651252049739872,GALAXY,18.38941,17.12341,16.51291,16.16203,15.94831,0.05346211,1.644136e-05
1237651252049739946,GALAXY,19.39921,17.4377,16.45168,16.03947,15.70177,0.1011033,1.870518e-05
1237651252049805337,GALAXY,18.85339,17.74078,17.40783,17.08438,16.88414,0.04898799,5.192139e-06
1237651252049805429,GALAXY,18.54912,17.51904,17.3077,17.08277,17.11372,0.04818913,4.451437e-06
1237651252049805441,GALAXY,17.56033,16.55405,16.12851,15.69999,15.55535,0.06163482,5.203598e-06
1237651252049805490,GALAXY,19.19112,17.59768,16.82582,16.38942,16.08077,0.06145941,9.405448e-06
1237651252049871049,GALAXY,18.59531,17.38744,17.0281,16.79296,16.63799,0.0526275,6.422862e-06
1237651252049871058,GALAXY,18.70041,17.77404,17.51791,17.24335,17.19591,0.05197904,7.1934e-06
1237651252049936551,GALAXY,19.47572,18.00535,17.29497,16.85877,16.58554,0.07333694,1.148909e-05
1237651252050002023,STAR,18.99472,18.09834,17.83346,17.74583,17.76518,-0.0003156922,1.633154e-05
1237651252050002190,GALAXY,19.1406,17.70613,17.0401,16.66824,16.41833,0.05408113,1.525148e-05
1237651252050002245,GALAXY,19.1137,17.86367,17.33541,17.02642,16.851,0.05393645,8.409784e-06
1237651252050067766,GALAXY,18.31472,16.70646,16.02428,15.62508,15.38363,0.05134744,8.041936e-06
1237651252050133094,STAR,18.80351,17.54154,16.32028,16.97412,16.72933,-0.0001845683,1.075382e-05
1237651252050133121,STAR,18.17667,17.13801,16.67311,16.47893,16.41011,-0.0007057545,1.276577e-05
1237651252050133263,GALAXY,18.7992,17.54573,16.99762,16.63838,16.42166,0.04641895,6.616639e-06
1237651252050198549,GALAXY,19.00893,17.29355,16.4293,15.97687,15.66832,0.110471,3.086025e-05
1237651252050198585,GALAXY,18.53009,17.28457,16.74684,16.41991,16.31641,0.0970377,1.10144e-05
1237651252050198590,STAR,17.0837,15.94136,16.0088,16.13388,16.25299,-0.0004320634,6.514619e-06
1237651252050198601,QSO,19.21186,19.2471,19.31638,18.97314,18.8737,1.905192,0.0004166222
1237651252050198624,STAR,19.12097,18.1959,17.95079,17.90081,17.89055,-0.00050094,2.397866e-05
1237651252050264097,STAR,17.77622,16.84081,16.52335,16.41006,16.39404,-0.001632124,1.549132e-05
1237651252050329624,QSO,18.04852,17.69832,17.24178,16.74838,16.73115,0.1163184,1.853065e-05
1237651252050329761,STAR,18.75644,17.71345,17.36056,17.23942,17.22137,-0.0001830303,1.081256e-05
1237651252050329814,GALAXY,19.16495,17.93511,17.45539,17.17144,16.99754,0.04569728,6.977713e-06
1237651252050329853,GALAXY,19.26251,18.10432,17.51969,17.14817,16.95836,0.1286643,6.126507e-06
1237651252050395150,STAR,18.39896,16.82675,16.24272,16.01999,15.94811,-6.814717e-06,7.869054e-06
1237651252050395152,QSO,17.96441,17.83525,17.57456,17.49582,17.29916,0.253999,3.791273e-05
1237651252050395174,STAR,16.20799,15.27793,15.56768,15.77948,15.94033,-0.0005584835,4.621233e-06
1237651252050395247,STAR,18.84981,17.58987,17.10088,16.93293,16.88789,-0.0009571332,9.415076e-06
1237651252050395292,STAR,19.33767,18.40364,18.02455,17.87659,17.82617,-0.0006166971,2.822861e-05
1237651252050460690,QSO,19.20596,18.9766,18.72636,18.67354,18.73443,1.205994,0.000182579
1237651252050460750,STAR,18.44728,17.01978,16.47186,16.26646,16.18707,-0.000151872,8.61661e-06
1237651252050460881,GALAXY,18.95032,17.02144,16.06197,15.63867,15.29622,0.08904875,1.734544e-05
1237651252050460932,GALAXY,17.60216,15.62606,14.71434,14.28125,13.95595,0.05252947,1.322822e-05
1237651252050526251,STAR,18.81328,17.74812,17.38671,17.27568,17.23598,-0.0005135726,1.384557e-05
1237651252050526258,STAR,18.99758,17.94108,17.47817,17.29674,17.20463,-0.0008272444,1.155026e-05
1237651252050526339,STAR,18.72759,17.33155,16.74668,16.49049,16.38889,-4.015728e-05,1.30443e-05
1237651252050526358,STAR,17.18502,16.29291,15.98428,15.87743,15.85915,-0.0005404669,6.732269e-06
1237651252050591925,STAR,18.99831,17.38815,16.72663,16.48293,16.36254,-0.0002814964,7.405117e-06
1237651252050592135,GALAXY,17.7605,16.32973,15.59938,15.22776,14.93964,0.09367065,1.646404e-05
1237651252050657464,GALAXY,17.81832,16.5908,16.07137,15.7529,15.59077,0.05883408,1.326932e-05
1237651252050657521,GALAXY,19.46248,18.11897,17.28363,16.86952,16.59979,0.1521216,1.398793e-05
1237651252050657543,GALAXY,18.75224,17.69238,17.36313,17.11825,17.03036,0.05916852,6.98721e-06
1237651252050657577,GALAXY,19.08292,18.03566,17.69969,17.43658,17.33415,0.05952103,5.820635e-06
1237651252050657596,GALAXY,18.09346,16.10574,15.19921,14.76498,14.44372,0.06118547,1.467643e-05
1237651252050657612,GALAXY,18.29877,17.10497,16.72003,16.4679,16.33261,0.0557819,1.007249e-05
1237651252050722838,STAR,17.00582,16.08571,15.78504,15.66256,15.66313,-0.0008255663,6.41991e-06
1237651252050722844,QSO,19.34848,19.20767,18.9139,18.97071,18.94411,1.020766,0.0002512581
1237651252050722873,STAR,18.68111,17.14715,16.5672,16.34283,16.24017,-0.0002767995,8.196787e-06
1237651252050723064,GALAXY,19.41002,17.40718,16.44951,15.96539,15.5824,0.05694258,1.78532e-05
1237651252050723087,GALAXY,18.16501,17.09759,16.66739,16.37306,16.24991,0.0592511,8.573202e-06
1237651252050723120,GALAXY,19.01169,17.03608,16.20882,15.81841,15.55963,0.05698692,1.485337e-05
1237651252050723186,GALAXY,18.72755,17.051,16.25713,15.83605,15.55962,0.05795879,1.424101e-05
1237651252050788492,QSO,19.21168,19.27914,18.80826,18.75256,18.78771,1.234057,0.0003252223
1237651252050788700,STAR,19.38461,17.97143,16.87606,17.09005,16.85238,-2.955646e-05,8.041754e-06
1237651252050854092,GALAXY,19.3582,17.87201,17.26498,16.89295,16.63105,0.05845288,9.118354e-06
1237651252050854104,GALAXY,19.4963,17.90034,17.21202,16.79823,16.48528,0.05889626,1.267382e-05
1237651252050854156,GALAXY,18.905,17.72497,17.15335,16.75772,16.53494,0.07111244,4.948394e-06
1237651252050919668,GALAXY,19.07707,17.78305,17.09607,16.71536,16.46141,0.0985603,1.032415e-05
1237651252050984995,STAR,17.554,16.58354,16.26722,16.16925,16.12654,-0.0007532668,1.418711e-05
1237651252050985133,STAR,18.26374,17.04583,16.0411,16.32311,16.13694,-0.000117455,1.059758e-05
1237651252051050580,QSO,18.72907,18.66521,18.43462,18.45361,18.51736,1.192361,0.0005548214
1237651252051050711,GALAXY,19.57208,18.28607,17.74276,17.42449,17.23227,0.09186073,9.452214e-06
